source,target,weight
JAK-STAT,ANGPTL1,1.2217461
JAK-STAT,LMO2,1.6475244
JAK-STAT,RP2,1.1255524
JAK-STAT,OR51L1,1.1861761
JAK-STAT,CTRL,0.7554875
JAK-STAT,DYNLT1,1.6925741
JAK-STAT,BCL2L13,0.81544423
JAK-STAT,GTF2B,1.492047
JAK-STAT,LGALS8,1.1381032
JAK-STAT,SBNO1,-0.69195867
JAK-STAT,PDZD8,-1.3126187
JAK-STAT,AZI2,1.0377121
JAK-STAT,STEAP4,2.1446562
JAK-STAT,ATPSCKMT,-1.4088532
JAK-STAT,PARP8,1.2271053
JAK-STAT,LYN,1.9879264
JAK-STAT,SBNO2,0.99619424
JAK-STAT,MED25,0.6245139
JAK-STAT,KLF12,-0.6549101
JAK-STAT,CDC14A,-0.6394663
JAK-STAT,OTUD4,1.0081129
JAK-STAT,FRMD4B,0.8958776
JAK-STAT,CIITA,0.6918439
JAK-STAT,RFX5,1.4401236
JAK-STAT,GNG5,1.092233
JAK-STAT,PGLYRP4,0.7905595
JAK-STAT,C6orf62,1.3163295
JAK-STAT,SCLT1,1.4511589
JAK-STAT,PSMA2,1.0956427
JAK-STAT,LRRC3,0.83093554
JAK-STAT,DNAAF11,-0.85171956
JAK-STAT,ZNF677,-0.68455505
JAK-STAT,TAPBPL,1.6518888
JAK-STAT,NUDT3,-0.9477477
JAK-STAT,MDGA1,0.69539773
JAK-STAT,TRIP11,-0.7344352
JAK-STAT,MPHOSPH9,-1.3280554
JAK-STAT,HLA-B,3.7511072
JAK-STAT,ZNF568,-0.6044047
JAK-STAT,INTS12,1.1305895
JAK-STAT,SCO2,1.4452819
JAK-STAT,TTC3,-3.056693
JAK-STAT,VSIG10L,1.523389
JAK-STAT,DYNC2H1,-0.8800715
JAK-STAT,STAT3,1.2524575
JAK-STAT,CAND2,0.65244305
JAK-STAT,PI4K2B,4.137258
JAK-STAT,GPATCH11,-1.7998083
JAK-STAT,SOCS3,1.9144831
JAK-STAT,C3orf18,-0.6534639
JAK-STAT,KIAA0040,1.7053382
JAK-STAT,SCN8A,-0.46643603
JAK-STAT,ARHGAP20,0.91930085
JAK-STAT,CD164,0.9982807
JAK-STAT,MYCBP2,0.9677307
JAK-STAT,IL1RN,1.9914085
JAK-STAT,SCYL3,1.218226
JAK-STAT,APPL2,-1.4976149
JAK-STAT,KRT1,-1.039694
JAK-STAT,LHFPL7,-0.9553618
JAK-STAT,STUM,-0.442057
JAK-STAT,NBN,1.5993019
JAK-STAT,CEP290,-0.75139374
JAK-STAT,ZNF808,-1.0799986
JAK-STAT,NECTIN2,1.0764961
JAK-STAT,UBFD1,0.8905304
JAK-STAT,GBP3,4.1008124
JAK-STAT,UGT2B10,-1.8080904
JAK-STAT,CCDC68,1.2928735
JAK-STAT,ZNF248,-0.8707472
JAK-STAT,ATXN2,-0.8620105
JAK-STAT,HAO2,-0.46109173
JAK-STAT,BAK1,1.3356215
JAK-STAT,ADGRA3,-0.98415786
JAK-STAT,HBB,-0.70532995
JAK-STAT,HCP5,1.4103258
JAK-STAT,MAP2,1.4329493
JAK-STAT,SPANXN4,-0.7911859
JAK-STAT,EML5,-0.78566253
JAK-STAT,CHD9,-0.8972391
JAK-STAT,PTGDR,-0.41444874
JAK-STAT,PATL1,1.3159025
JAK-STAT,CGAS,1.4552426
JAK-STAT,CLDN23,1.0001961
JAK-STAT,MPP7,-1.260558
JAK-STAT,CSNK1G1,0.7526079
JAK-STAT,ANKRD62,0.85038036
JAK-STAT,KCT2,0.940332
JAK-STAT,PIK3C2G,-0.667412
JAK-STAT,TGFBRAP1,-0.8732799
JAK-STAT,FLT3LG,0.99720377
JAK-STAT,TTC39B,1.2405174
JAK-STAT,MAB21L2,0.8019088
JAK-STAT,SLC6A14,1.6933392
JAK-STAT,EXPH5,-0.95108944
JAK-STAT,FBXO39,0.5947599
JAK-STAT,ANKRD22,2.1815884
JAK-STAT,VPS9D1,0.9136268
JAK-STAT,TAS2R31,-2.3768232
JAK-STAT,ZMYND11,-0.73795205
JAK-STAT,SPSB1,1.710252
JAK-STAT,SLC38A5,2.0272098
JAK-STAT,ACSM5,0.45646343
JAK-STAT,CCR8,0.5883655
JAK-STAT,RBM43,1.7529339
JAK-STAT,CHP2,-0.49491534
JAK-STAT,SPTLC2,0.8367
JAK-STAT,APOBEC3D,0.69096744
JAK-STAT,ZNF10,-0.64511985
JAK-STAT,UBA7,3.1217782
JAK-STAT,CCND3,1.2068915
JAK-STAT,STX11,1.8341256
JAK-STAT,UGT3A1,-0.5158986
JAK-STAT,CLEC2B,1.4644184
JAK-STAT,AKAP9,-0.9615572
JAK-STAT,CREM,1.3280646
JAK-STAT,CARD11,0.70480263
JAK-STAT,TAS2R19,-0.64602697
JAK-STAT,LRRTM2,0.7918232
JAK-STAT,SIK2,-0.657935
JAK-STAT,TTC38,0.59241205
JAK-STAT,DAPP1,1.2296727
JAK-STAT,HELB,1.0347275
JAK-STAT,GPR180,1.5229527
JAK-STAT,IFNLR1,0.84969586
JAK-STAT,ERAP1,0.93243325
JAK-STAT,HNRNPA0,-0.98347485
JAK-STAT,CYREN,-0.9940143
JAK-STAT,F13B,-0.560884
JAK-STAT,LGI1,-0.65468407
JAK-STAT,S1PR1,-0.9339222
JAK-STAT,IFI30,5.5693293
JAK-STAT,KRT24,0.71476704
JAK-STAT,OCR1,-0.9549002
JAK-STAT,SOS2,-0.89623046
JAK-STAT,MAD2L1BP,0.8672034
JAK-STAT,PREPL,-1.0206513
JAK-STAT,JADE2,0.97459257
JAK-STAT,IL36RN,0.65612715
JAK-STAT,P2RY8,-1.3356843
JAK-STAT,APC,-0.7444049
JAK-STAT,DYRK4,0.92102474
JAK-STAT,LRCH2,1.5201969
JAK-STAT,TAS2R20,-1.8032818
JAK-STAT,FLVCR2,0.9497042
JAK-STAT,NNMT,1.8245006
JAK-STAT,RDH16,-0.580867
JAK-STAT,ZRSR2,0.64922655
JAK-STAT,CASD1,-0.7658359
JAK-STAT,C1QB,0.6918628
JAK-STAT,CHRNA6,0.6752651
JAK-STAT,AKAP11,-0.8681717
JAK-STAT,CD52,-0.78083533
JAK-STAT,ELF1,1.3755113
JAK-STAT,RNASE10,0.6660392
JAK-STAT,MAPKAPK5-AS1,-0.92431253
JAK-STAT,ZFP37,-0.80617946
JAK-STAT,CTSO,1.7188889
JAK-STAT,PPA1,1.4193742
JAK-STAT,CYTH1,0.8065802
JAK-STAT,CLUHP3,0.7789369
JAK-STAT,FAM20A,1.2011132
JAK-STAT,SLC17A3,-0.55423254
JAK-STAT,FAS,2.0812478
JAK-STAT,VSNL1,1.3174516
JAK-STAT,HS3ST1,0.88783675
JAK-STAT,RALA,1.3861909
JAK-STAT,TAT,-0.4068104
JAK-STAT,OSBPL8,-1.0060571
JAK-STAT,AGAP1,-0.9901599
JAK-STAT,ATM,-0.94251966
JAK-STAT,FAHD2A,-0.55730134
JAK-STAT,PBX3,-1.2494843
JAK-STAT,HM13,0.7915942
JAK-STAT,PRRG1,1.1390966
JAK-STAT,PARP4,1.1549565
JAK-STAT,CCDC66,-0.91208535
JAK-STAT,NOS2,0.50932294
JAK-STAT,ARHGAP35,-0.7111277
JAK-STAT,C1QC,0.7141638
JAK-STAT,PGAP4,-0.82597965
JAK-STAT,PABPC4,-1.0293847
JAK-STAT,ANKMY1,-0.33512706
JAK-STAT,NAT8,1.7463704
JAK-STAT,KRT78,0.63726
MAPK,DUSP6,16.859016
MAPK,SPRED2,3.5018346
MAPK,SPRY2,9.481585
MAPK,ETV5,5.9887094
MAPK,EPHA2,6.3140125
MAPK,PHLDA2,3.8582387
MAPK,FOSL1,9.000523
MAPK,SPRY4,10.1144705
MAPK,DUSP4,7.804816
MAPK,SLCO4A1,4.084538
MAPK,ETV4,5.293784
MAPK,PHLDA1,7.045289
MAPK,ETV1,3.5634649
MAPK,TMEM59,-2.264273
MAPK,SLC20A1,6.810353
MAPK,DUSP5,7.92003
MAPK,STX1A,2.2151513
MAPK,ELK3,2.9961405
MAPK,NT5E,5.8388815
MAPK,PHC2,2.395401
MAPK,C11orf71,-2.3667576
MAPK,GABARAP,-2.9616637
MAPK,SPRED1,6.209948
MAPK,TCOF1,2.2115781
MAPK,BZW1,2.7810855
MAPK,CCND1,6.2630115
MAPK,AREG,4.9322863
MAPK,UBA2,2.0798786
MAPK,TNFRSF10A,5.173044
MAPK,PWP2,1.3322122
MAPK,PNP,4.910464
MAPK,ECH1,-2.289742
MAPK,SH3BGRL,-2.7234466
MAPK,PBLD,-1.9776838
MAPK,TRIB1,4.182943
MAPK,GPR3,1.6308292
MAPK,NNT,-1.8197283
MAPK,HMGA2,3.727971
MAPK,POLR3G,2.829484
MAPK,STX8,-1.1064065
MAPK,YRDC,3.6256464
MAPK,DCBLD2,3.3715158
MAPK,SCPEP1,-1.9325651
MAPK,SLC35F2,2.850982
MAPK,BDH2,-2.4965909
MAPK,ASB8,-1.6939962
MAPK,LRP8,4.5130043
MAPK,PIK3C2B,-2.7526865
MAPK,AEN,3.2161183
MAPK,DAZAP2,-1.407795
MAPK,TOP1,3.6334088
MAPK,ENTR1,1.5641537
MAPK,TRIM52,-2.2011905
MAPK,CDCA4,3.0102813
MAPK,TNS3,-2.7264638
MAPK,TMUB2,-1.6738162
MAPK,FERMT1,2.3337047
MAPK,ARHGEF17,-1.3968911
MAPK,SLC4A7,2.709495
MAPK,MAN2B2,-1.9176061
MAPK,PRCP,-1.2786845
MAPK,GRPEL1,2.6694686
MAPK,SIRT2,-1.3232832
MAPK,RAB26,-3.4389782
MAPK,XRCC3,1.5437566
MAPK,E2F3,2.0343485
MAPK,PRNP,2.5973108
MAPK,FAM149B1,-1.3423424
MAPK,SIDT2,-2.7527108
MAPK,LAMB2,-2.3928797
MAPK,LDLR,3.073911
MAPK,ZBTB3,-1.5691639
MAPK,MCL1,3.012865
MAPK,ZSCAN31,-3.3278642
MAPK,WDR3,2.2991152
MAPK,RAB5B,-2.0804505
MAPK,CBFB,2.3399982
MAPK,MCMBP,1.8875507
MAPK,MCCC1,-1.9226763
MAPK,SRP14,-1.5944123
MAPK,SPG11,-1.3378837
MAPK,MIER2,0.95664036
MAPK,KRR1,1.4617072
MAPK,NUP50,1.7747108
MAPK,GATAD2A,1.3592381
MAPK,BRIX1,2.866749
MAPK,FMO5,-1.4972416
MAPK,MGST3,-1.4528316
MAPK,KIAA1522,-2.2998986
MAPK,UBASH3B,4.967624
MAPK,DUSP7,2.4525082
MAPK,PBX1,-2.9996133
MAPK,RNF138,2.3557422
MAPK,KMT5A,1.7409748
MAPK,STK17A,2.9405668
MAPK,SMURF2,3.0301619
MAPK,HMGA1,2.8687057
MAPK,MPHOSPH6,2.2426217
MAPK,PALS2,2.2426217
MAPK,DNASE2,-1.8218204
MAPK,CAPN15,1.4562002
MAPK,TEX10,1.7719921
MAPK,TAF1A,3.214515
MAPK,KCTD5,1.6313921
MAPK,MMP1,8.519168
MAPK,QSOX2,2.016036
MAPK,GTPBP4,3.0533626
MAPK,METTL7A,-2.49082
MAPK,SH2B3,4.253699
MAPK,RNF126,1.7715818
MAPK,LIF,5.9179564
MAPK,TSR1,1.9148015
MAPK,RRAGC,-1.5251029
MAPK,RRP1,1.2754219
MAPK,TOM1,-1.7794765
MAPK,KANSL1L,-1.5230515
MAPK,SELENOP,-3.162717
MAPK,MSRB2,-1.7643362
MAPK,NIP7,3.4118702
MAPK,MCFD2,1.691954
MAPK,ANXA4,-3.3103802
MAPK,DGLUCY,-1.5823023
MAPK,SERPINB8,2.126602
MAPK,SYNPO,-2.037048
MAPK,SLC25A32,3.6701338
MAPK,VPS13C,-1.4671249
MAPK,EGR1,8.152152
MAPK,VPS39,-1.6748103
MAPK,BSDC1,-1.212541
MAPK,NMRK1,-1.8432137
MAPK,ACOT8,-1.0881128
MAPK,DDX21,4.0937033
MAPK,CCDC86,3.2095692
MAPK,USP36,1.680779
MAPK,RASSF8,1.4293784
MAPK,PUM3,2.0126011
MAPK,QTRT2,1.551598
MAPK,DCTN3,-1.592301
MAPK,POLR1G,2.6902668
MAPK,CAT,-1.9278255
MAPK,TNFRSF12A,5.033001
MAPK,PITPNC1,2.432376
MAPK,ARMCX3,-2.231858
MAPK,HADHB,-1.8217082
MAPK,ARMCX6,-0.9688171
MAPK,EIF4E,1.6353763
MAPK,PDSS1,2.6081536
MAPK,NPAS2,2.7872097
MAPK,SGSM3,-1.0012766
MAPK,PLK3,2.3039205
MAPK,SSBP2,-2.2830303
MAPK,DBP,-1.8994075
MAPK,MRGBP,1.6086866
MAPK,PLPP1,-2.9191313
MAPK,H2AC6,-5.5759892
MAPK,UBIAD1,1.3594809
MAPK,ITFG1,-1.313384
MAPK,TEX30,2.7460425
MAPK,RABGAP1,-1.1652973
MAPK,ATP6AP1,-1.7576445
MAPK,NUP153,1.5048873
MAPK,CTSD,-2.498679
MAPK,EPS8L2,-1.4791524
MAPK,PSAP,-2.6312554
MAPK,TRADD,-1.1613088
MAPK,GSTK1,-2.5948226
MAPK,CTSA,-2.5676703
MAPK,GALT,-1.3484544
MAPK,SELENBP1,-3.2019646
MAPK,CSAD,-1.273781
MAPK,CHD3,-1.5215331
MAPK,MYEOV,1.7232243
MAPK,BLM,3.167743
MAPK,SH3TC2,1.537344
MAPK,MAK16,3.1702125
MAPK,SLC25A15,2.461413
MAPK,IER2,4.2930202
MAPK,PVR,1.6665465
MAPK,SSH3,-1.3329164
MAPK,ODC1,4.557373
MAPK,BBS9,-1.1191701
MAPK,POLR1E,1.7294148
MAPK,TOMM34,1.8139305
MAPK,DYNC2LI1,-1.3588642
MAPK,TOX4,-0.8862106
MAPK,GPX4,-2.0589807
MAPK,RFWD3,2.7744377
MAPK,ITGA6,2.7698624
MAPK,H2BC21,-3.990571
MAPK,LONRF3,1.9933114
MAPK,SEH1L,2.7621393
MAPK,KIF13A,-1.486184
MAPK,TRMT6,3.899742
MAPK,ANO1,2.0976536
MAPK,PIK3IP1,-2.1165662
MAPK,B3GALT4,-1.2639319
MAPK,CRY1,2.954797
MAPK,ZNF350,-1.2032804
MAPK,NLE1,1.7225666
MAPK,TMEM219,-1.8280534
MAPK,UBE2S,3.7136474
MAPK,RWDD2A,-1.5088226
MAPK,GART,1.6032407
MAPK,FASTK,-0.87371033
MAPK,PPAT,2.1345124
MAPK,NOC3L,2.901649
MAPK,IPO7,1.7937866
MAPK,MAGOHB,1.7374978
MAPK,NDUFAF4,2.740998
MAPK,SLC45A3,1.7423648
MAPK,WDR74,1.7229575
MAPK,URB2,2.6579325
MAPK,CRYZL1,-1.2797897
MAPK,LAMP2,-2.066118
MAPK,ABHD4,-2.3578367
MAPK,PFDN2,2.7273326
MAPK,SLC16A4,-3.3225744
MAPK,FIP1L1,1.5827684
MAPK,FJX1,2.9336815
MAPK,CLU,-2.1668649
MAPK,FOXD1,1.8835367
MAPK,IFT81,-1.5757415
MAPK,BBS1,-1.3072348
MAPK,PBXIP1,-2.2801287
MAPK,KIAA0319L,-1.4841182
MAPK,DSCC1,2.1671638
MAPK,MAGED1,-2.5839486
MAPK,TSPAN31,-2.0201204
MAPK,C1RL,-2.192242
MAPK,TGFA,3.6887505
MAPK,MID1,-1.9417565
MAPK,DECR1,-2.1110883
MAPK,HIGD2A,-1.4304307
MAPK,THBS3,-2.3458776
MAPK,PTPN12,2.0275588
MAPK,AAMDC,-1.1850747
MAPK,CD24,-4.170122
MAPK,SNRPB,2.3124163
MAPK,MTUS1,-2.1324425
MAPK,COX7C,-1.1066412
MAPK,MEIS1,-1.7941921
MAPK,OS9,-1.6476396
MAPK,TP53INP1,-3.7984054
MAPK,CDC45,3.7433114
MAPK,NAA15,2.3633406
MAPK,MAGED2,-1.9288299
MAPK,RFC3,3.4745164
MAPK,TBC1D17,-1.5361577
MAPK,RETREG2,-1.7225271
MAPK,LGALS3,-2.4253058
MAPK,WDR43,2.9024878
MAPK,VPS8,-1.1510187
MAPK,PRDX5,-2.2945879
MAPK,ZNF226,-1.1900629
MAPK,CDC42EP2,1.8751721
MAPK,GRN,-2.9563916
MAPK,CDK19,-1.6981753
MAPK,IER3,8.316055
MAPK,ORC6,3.3581383
MAPK,IRAK1,1.7431445
MAPK,SLC35G2,1.4984885
MAPK,MYO19,1.338675
MAPK,RNF170,-1.4091446
MAPK,ECHDC2,-1.3799771
MAPK,RPP25,1.6293259
MAPK,MCM10,4.421785
MAPK,CRLF3,1.5529816
MAPK,ALDH3B1,-1.9850147
MAPK,ECT2,2.4864738
MAPK,VAMP8,-2.4713335
MAPK,MYC,4.923978
MAPK,ZNF608,-3.3111012
MAPK,GNL2,2.3314202
MAPK,ZNF696,1.1199971
MAPK,PDK2,-1.7631686
MAPK,MAFF,5.5960913
MAPK,ING4,-2.2178588
MAPK,HPCAL1,2.914141
MAPK,GSTA4,-2.225628
MAPK,ASAH1,-1.5176922
MAPK,ZBTB20,-1.9624959
MAPK,HSD17B4,-1.2003214
MAPK,ESF1,2.0877926
MAPK,SEZ6L2,-1.2540649
MAPK,TAGLN3,1.6515046
MAPK,ARL6IP5,-2.329875
MAPK,CHD1,2.0915475
MAPK,UPP1,3.8723044
MAPK,MATN2,-3.4154596
MAPK,CARF,-1.5323403
MAPK,STEAP1,2.9079766
MAPK,NDUFA2,-1.0727645
MAPK,ADD3,-3.222859
MAPK,SLC25A19,3.4752407
MAPK,MAD2L1,3.4201117
MAPK,MINDY1,-1.6936694
MAPK,GOLGB1,-1.6665006
MAPK,VPS35L,-0.87719893
MAPK,BYSL,2.5254834
MAPK,PPRC1,2.838831
MAPK,AMD1,2.752022
MAPK,NOM1,3.0409636
MAPK,SYF2,-1.1900343
MAPK,ACBD4,-1.1372558
MAPK,WNK4,1.6177397
MAPK,ERRFI1,9.263405
MAPK,ACSF2,-2.1745944
MAPK,ZNF345,-1.1818748
MAPK,NCL,1.5524521
MAPK,SIRT3,-0.86030126
MAPK,POLR2D,1.6044408
MAPK,LYAR,5.1711164
MAPK,CEP72,1.5256525
MAPK,C14orf93,-1.548434
MAPK,PPIC,-1.8139237
MAPK,PGAP3,-1.2668313
MAPK,KBTBD2,1.8891017
MAPK,RABAC1,-2.0910041
MAPK,LRATD2,2.754326
MAPK,CCNE1,1.8069525
MAPK,ITM2B,-2.0121055
MAPK,EIF5A2,1.9934897
MAPK,RNF146,-1.8875204
MAPK,PLAUR,3.7823987
MAPK,DHODH,1.2025892
MAPK,PPCS,-1.478869
MAPK,MLLT3,-1.7816099
MAPK,ENTPD6,1.1192819
MAPK,TFAM,2.005079
MAPK,AUH,-2.1123247
MAPK,CDKL3,-0.8213686
MAPK,CHAF1A,1.9663455
MAPK,PDLIM1,-3.2393527
MAPK,ARPC5L,1.9766108
MAPK,ISG20L2,1.4742345
MAPK,ALDH6A1,-2.3348482
MAPK,FGGY,-1.0433252
MAPK,ZNF473,1.503334
MAPK,PABPN1,-1.9408417
MAPK,CCDC92,-2.1202374
MAPK,TRA2B,1.7733083
MAPK,GJB3,1.3902727
MAPK,PLEK2,2.9368596
MAPK,MRTO4,2.9228728
MAPK,NOLC1,2.8691707
MAPK,MMUT,-1.5313048
MAPK,NSUN2,3.2530563
MAPK,MPPE1,-1.405446
MAPK,NOL6,1.8248554
MAPK,VPS41,-1.7730318
MAPK,IL10RB,-2.1005847
MAPK,YPEL5,-3.5957353
MAPK,S100A16,4.20096
MAPK,SMTN,1.9920329
MAPK,EIF2B2,1.7175794
MAPK,OSBPL9,-1.8532385
MAPK,FBXO45,2.759938
MAPK,TFB1M,1.944611
MAPK,TMEM185B,1.7053266
MAPK,SOWAHC,2.924217
MAPK,GOLPH3L,-2.2270675
MAPK,ZNF362,-1.043439
MAPK,HBEGF,3.1639261
MAPK,ITPRID2,1.8170272
MAPK,KIF23,3.0604677
MAPK,CLN3,-1.4466577
MAPK,CDK5R1,1.2310461
MAPK,RABGAP1L,-1.1673279
MAPK,MRTFB,-1.0405935
MAPK,TBC1D8B,-1.4600024
MAPK,DAZAP1,1.4601263
MAPK,ITPR3,1.0461717
MAPK,NUP54,0.9233764
MAPK,TCERG1,1.3902019
MAPK,NOP16,2.3655655
MAPK,DIAPH1,0.8947346
MAPK,LYRM9,-1.3814836
MAPK,GEMIN4,2.082271
MAPK,ATG14,-2.3067636
MAPK,PPM1G,1.7332357
MAPK,ALDH2,-1.8181342
MAPK,SLC44A2,-2.8811488
MAPK,UCHL5,1.6708266
MAPK,ZNF215,1.1514663
MAPK,TMEM260,-1.7242227
MAPK,USP48,-0.93507946
MAPK,SLC22A5,-1.3415064
MAPK,ENOPH1,1.351792
MAPK,CHMP2A,-1.8594617
MAPK,PHYH,-2.0993884
MAPK,PLAAT3,-1.8091174
MAPK,RAD18,2.5404515
MAPK,AXIN1,1.2659154
MAPK,UTP18,1.5114406
MAPK,UBE3C,0.875057
MAPK,SLC25A29,-1.5939354
MAPK,ZNF224,-1.1731647
MAPK,DNAJC2,1.3411922
MAPK,WWTR1,2.181578
MAPK,HES1,2.5615253
MAPK,MYL6,-1.382617
MAPK,PRMT3,2.431008
MAPK,VAV3,-2.5601063
MAPK,PAPSS1,-1.5491049
MAPK,PNO1,2.1730022
MAPK,ERMAP,-1.6257688
MAPK,PRMT2,-0.9801693
MAPK,LITAF,-1.6958495
MAPK,AKR1C3,-4.082017
MAPK,ATAD2,3.2280755
MAPK,GSDMB,-1.2535778
MAPK,RUFY1,-0.77715665
MAPK,HAUS6,2.5807076
MAPK,KLC4,-1.3011179
MAPK,ERGIC3,-0.69207734
MAPK,EAPP,-1.8870215
MAPK,PHKB,-1.3511413
MAPK,TCF25,-0.9911061
MAPK,HEATR1,1.5347477
MAPK,HSPA14,1.7862236
MAPK,PSMC3IP,2.1696255
MAPK,SMAGP,2.4792433
MAPK,OSBPL1A,-1.3847995
MAPK,PUS1,2.0978732
MAPK,STK10,1.6850463
MAPK,NEU1,-2.114698
MAPK,DNAJB2,-2.1038873
MAPK,GPNMB,-4.638153
MAPK,HJURP,3.2180521
MAPK,NME3,-1.7414665
MAPK,ZNF436,-2.7082527
MAPK,EGR3,5.707389
MAPK,KCNN4,3.0645232
MAPK,TXLNG,1.8790593
MAPK,PXN,1.9174558
MAPK,CITED2,-3.5271356
MAPK,CHSY1,2.903555
MAPK,SH2B1,-0.85993856
MAPK,ATRAID,-1.3434446
MAPK,ERCC6L,2.4132285
MAPK,ETFDH,-1.3599286
MAPK,HAS3,2.1443467
MAPK,ADD1,-0.90158683
MAPK,PPFIBP2,-1.3249319
MAPK,FBXO2,-1.1688241
MAPK,WDR12,1.7410465
MAPK,ZSWIM8,-0.8894253
MAPK,STX7,-1.4229385
MAPK,PFDN5,-1.4553475
MAPK,LZTS2,-1.8371433
MAPK,TLR4,2.541547
MAPK,SURF2,1.4031931
MAPK,HNRNPAB,3.4117005
MAPK,NTSR1,1.3983253
MAPK,PEPD,-1.4619697
MAPK,IDH1,-2.481883
MAPK,TOMM40,2.0435693
MAPK,HHLA3,-1.5395317
MAPK,ARHGEF2,1.8026243
MAPK,IFRD2,2.484053
MAPK,MLX,0.94078165
MAPK,PIGT,-0.7916035
MAPK,NCOA2,-1.348397
MAPK,KIZ,-1.6379157
MAPK,PAK1IP1,2.991832
MAPK,SNRPD1,2.3020415
MAPK,H2BC5,-3.6322973
MAPK,DCAF5,-1.249009
MAPK,TLR3,-2.7593892
MAPK,SAT2,-2.5578117
MAPK,HEXA,-0.87743866
MAPK,SYNCRIP,1.5586569
MAPK,LAMP1,-1.2253462
MAPK,DCAF13,1.2317904
MAPK,PLD3,-1.7194016
MAPK,RRP1B,1.6108904
MAPK,TIPIN,3.2169914
MAPK,ANKMY2,-1.7481842
MAPK,TRIP13,3.6447964
MAPK,KLHDC8B,-2.6889815
MAPK,SOX4,-2.368355
MAPK,TRIM2,-1.615494
MAPK,OPTN,-2.912725
MAPK,CLIC3,-4.502853
MAPK,CDC25A,2.8784862
MAPK,HECTD4,-0.83952403
MAPK,MRPS14,-1.2239863
MAPK,RRM2,5.1367855
MAPK,RIF1,1.2545052
MAPK,KPNA4,1.3120738
MAPK,RBM15,1.0331899
MAPK,POLR3D,1.6049055
MAPK,PCYOX1,-2.4734466
MAPK,MR1,-2.0510588
MAPK,NOP14,1.7172432
MAPK,ACOT7,2.219686
MAPK,RAN,2.109583
MAPK,ACADSB,-1.6422474
MAPK,DMXL1,-1.7713443
MAPK,RRP7A,1.6421223
NFkB,NFKB1,9.513637
NFkB,CXCL3,22.946114
NFkB,NFKB2,5.5155754
NFkB,NFKBIA,11.444533
NFkB,BCL2A1,14.416924
NFkB,BIRC3,12.457612
NFkB,CXCL2,9.40346
NFkB,NFKBIE,8.211833
NFkB,TNFAIP2,10.910808
NFkB,WTAP,3.7666345
NFkB,SLC2A6,9.729988
NFkB,ICAM1,18.369385
NFkB,CCL20,36.697308
NFkB,NINJ1,8.012251
NFkB,TNFAIP3,28.373753
NFkB,CXCL8,38.51793
NFkB,IL6,21.770636
NFkB,RELB,7.779222
NFkB,CD83,10.451371
NFkB,TICAM1,3.4920847
NFkB,CXCL1,23.421858
NFkB,RIPK2,5.979752
NFkB,INHBA,12.467593
NFkB,CSF2,5.9035263
NFkB,TNIP1,6.1347265
NFkB,DRAM1,9.5477
NFkB,TRAF1,10.335577
NFkB,IRAK2,5.3433914
NFkB,TLR2,5.41422
NFkB,TNF,18.639261
NFkB,MSC,6.3592067
NFkB,IKBKE,3.341127
NFkB,GCH1,14.026044
NFkB,CXCL5,7.179648
NFkB,IL1A,8.111291
NFkB,BID,4.7298236
NFkB,PTX3,21.247896
NFkB,EHD1,5.8716073
NFkB,CFLAR,4.0167117
NFkB,SDC4,8.1534
NFkB,TNIP2,3.3107274
NFkB,TNFSF15,6.245847
NFkB,IFNGR2,6.02201
NFkB,MAP3K8,7.399205
NFkB,IL1RN,5.15158
NFkB,CYLD,2.7733142
NFkB,IL23A,2.0729048
NFkB,IL36G,9.826406
NFkB,CCL2,17.565992
NFkB,KYNU,6.404464
NFkB,STAT5A,3.986561
NFkB,B4GALT1,2.5361986
NFkB,IL1B,21.65593
NFkB,TNIP3,8.259341
NFkB,IFNAR2,4.683319
NFkB,HIVEP1,3.9997149
NFkB,NKX3-1,2.3729832
NFkB,CFB,6.31352
NFkB,TRIP10,4.1675615
NFkB,CSF3,4.9031844
NFkB,IRF1,12.6980095
NFkB,TNFRSF9,5.996059
NFkB,CXCL6,8.725402
NFkB,NFKBIZ,15.123816
NFkB,CD40,3.5202136
NFkB,OLR1,7.8420105
NFkB,EFNA1,11.433295
NFkB,C11orf96,4.566226
NFkB,LTB,3.187569
NFkB,EBI3,7.546185
NFkB,IL7R,8.813313
NFkB,UBE2Z,2.152933
NFkB,SOCS3,4.5119147
NFkB,ELOVL7,8.792116
NFkB,TIFA,5.1441126
NFkB,REL,4.7099724
NFkB,IL32,10.452316
NFkB,NFKBIB,2.0655959
NFkB,STX11,4.5252323
NFkB,KMO,3.974235
NFkB,ANKLE2,2.2119763
NFkB,NECAP2,2.4427936
NFkB,TNFAIP8,4.936824
NFkB,TNFAIP6,19.182264
NFkB,PPP4R4,2.4274716
NFkB,RNF19B,6.7070045
NFkB,HIVEP2,3.9514267
NFkB,SOD2,11.15615
NFkB,ANKRD33B,4.494299
NFkB,SGPP2,7.4169784
NFkB,BIRC2,4.0113792
NFkB,CXCL11,15.834367
NFkB,SLC11A2,2.6866481
NFkB,PRDM1,4.4165325
NFkB,SLC41A2,4.9150066
NFkB,TMEM217,3.3538132
NFkB,IL15,5.1465683
NFkB,CD80,3.795615
NFkB,MARCKS,4.761373
NFkB,IFIH1,6.0420365
NFkB,EDN1,6.2300596
NFkB,CLIC4,4.164456
NFkB,RELA,1.932224
NFkB,DENND5A,3.738061
NFkB,PLAU,7.4061127
